City,Pincode,Has Cod,Has Prepaid,Has Reverse,Shiprocket Delivery Zone,Routing Code,State
Banswara,327033,1,1,1,z_d,N/S-11/3B/033,RAJASTHAN
BANSWARA,327034,1,1,1,z_d,,RAJASTHAN
BANSWARA,327601,1,1,1,z_d,,RAJASTHAN
Kushalgarh,327602,1,1,1,z_d,UDZ/MNI,RAJASTHAN
Banswara,327603,1,1,1,z_d,UDZ/MNI,RAJASTHAN
BANSWARA,327604,1,1,1,z_d,,RAJASTHAN
BANSWARA,327605,1,1,1,z_d,,RAJASTHAN
Kushalgarh,327606,1,1,1,z_d,UDZ/MNI,RAJASTHAN
BANSWARA,327608,1,1,1,z_d,,RAJASTHAN
Kushalgarh,327801,1,1,1,z_d,UDZ/MNI,RAJASTHAN
Dholpur,328001,1,1,1,z_d,AGR/SUN,RAJASTHAN
DHOLPUR,328021,1,1,1,z_d,,RAJASTHAN
DHOLPUR,328022,1,1,1,z_d,,RAJASTHAN
Kheragarh,328023,1,1,1,z_b,AGR/SUN,UTTAR PRADESH
Dholpur,328024,1,1,1,z_d,AGR/SUN,RAJASTHAN
DHOLPUR,328025,1,1,1,z_d,,RAJASTHAN
DHOLPUR,328026,1,1,1,z_d,,RAJASTHAN
Dholpur,328027,1,1,1,z_d,AGR/SUN,RAJASTHAN
Dholpur,328028,1,1,1,z_d,AGR/SUN,RAJASTHAN
Dholpur,328029,1,1,1,z_d,AGR/SUN,RAJASTHAN
Dholpur,328030,1,1,1,z_d,AGR/SUN,RAJASTHAN
DHOLPUR,328031,1,1,1,z_d,,RAJASTHAN
BARI,328032,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI,328033,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI,328034,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI RJ,328035,1,1,1,z_d,,RAJASTHAN
BARI,328036,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI,328037,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI,328038,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI,328039,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
BARI,328040,1,1,1,z_d,HR/AGH/BRI,RAJASTHAN
Dholpur,328041,1,1,1,z_d,AGR/SUN,RAJASTHAN
KOTA,329090,1,1,1,z_d,,RAJASTHAN
Churu,331001,1,1,1,z_d,SIK/CNT,RAJASTHAN
Taranagar,331002,1,1,1,z_d,N/S-02/10A/002,RAJASTHAN
SADULPUR,331003,1,1,1,z_d,HR/SOH/SDL,RAJASTHAN
Churu,331020,1,1,1,z_d,N/S-10/8C/020,RAJASTHAN
Sardarshahr,331021,1,1,1,z_d,SIK/SII,RAJASTHAN
Ratangarh,331022,1,1,1,z_d,RTN/KLY,RAJASTHAN
Rajgarh,331023,1,1,1,z_d,SIK/CNT,RAJASTHAN
Fatehpur-RJ,331024,1,1,1,z_d,SIK/CNT,RAJASTHAN
Malsisar,331025,1,1,1,z_d,SIK/CNT,RAJASTHAN
Malsisar,331026,1,1,1,z_d,SIK/CNT,RAJASTHAN
Deenwa,331027,1,1,1,z_d,SIK/SII,RAJASTHAN
Malsisar,331028,1,1,1,z_d,SIK/SII,RAJASTHAN
Sardarshahr,331029,1,1,1,z_d,SIK/SII,RAJASTHAN
Deenwa,331030,1,1,1,z_d,SIK/SII,RAJASTHAN
Sardarshahr,331031,1,1,1,z_d,SIK/SII,RAJASTHAN
Churu,331032,1,1,1,z_d,N/S-10/8C/032,RAJASTHAN
Churu,331033,1,1,1,z_d,N/S-10/8C/033,RAJASTHAN
Churu,331034,1,1,1,z_d,N/S-10/8C/034,RAJASTHAN
Churu,331035,1,1,1,z_d,N/S-10/8C/035,RAJASTHAN
CHURU,331301,1,1,1,z_d,,RAJASTHAN
Taranagar,331302,1,1,1,z_d,SIK/CNT,RAJASTHAN
Rajgarh,331303,1,1,1,z_d,SIK/CNT,RAJASTHAN
Taranagar,331304,1,1,1,z_d,JAI/HUB,RAJASTHAN
Pilani,331305,1,1,1,z_d,PIL/LOH,RAJASTHAN
Pilani,331306,1,1,1,z_d,PIL/LOH,RAJASTHAN
Pilani,331307,1,1,1,z_d,N/S-02/5A/307,RAJASTHAN
Pilani,331321,1,1,1,z_d,N/S-02/5A/321,RAJASTHAN
CHURU,331401,1,1,1,z_d,,RAJASTHAN
Sardarshahr,331402,1,1,1,z_d,SIK/SII,RAJASTHAN
Sardarshahr,331403,1,1,1,z_d,SIK/SII,RAJASTHAN
Sardarshahar,331404,1,1,1,z_d,N/S-10/6A/404,RAJASTHAN
CHURU,331411,1,1,1,z_d,,RAJASTHAN
CHURU,331501,1,1,1,z_d,,RAJASTHAN
Sujangarh,331502,1,1,1,z_d,SIK/CNT,RAJASTHAN
Sujangarh,331503,1,1,1,z_d,SIK/CNT,RAJASTHAN
CHURU,331504,1,1,1,z_d,,RAJASTHAN
CHURU,331505,1,1,1,z_d,,RAJASTHAN
Sujangarh,331506,1,1,1,z_d,SIK/CNT,RAJASTHAN
Sujangarh,331507,1,1,1,z_d,SIK/CNT,RAJASTHAN
SUJANGARH,331508,1,1,1,z_d,RJ/JAH/SJN,RAJASTHAN
SUJANGARH,331509,1,1,1,z_d,RJ/JAH/SJN,RAJASTHAN
SUJANGARH,331510,1,1,1,z_d,RJ/JAH/SJN,RAJASTHAN
